file,shape,slices,voxel_spacing_x,voxel_spacing_y,voxel_spacing_z,dtype,min,max,mean,std
LIDC-IDRI-0183.nii.gz,"(512, 512, 139)",139,0.820312,0.820312,2.5,float64,-1024.0,4095.0,299.38017684607195,796.0220803065865
LIDC-IDRI-0184.nii.gz,"(512, 512, 140)",140,0.625,0.625,2.5,float64,-1024.0,4095.0,184.11830659593855,787.0350209872573
LIDC-IDRI-0185.nii.gz,"(512, 512, 133)",133,0.78125,0.78125,2.5,float64,-1024.0,4095.0,210.39137331166663,773.1448369712442
LIDC-IDRI-0186.nii.gz,"(512, 512, 137)",137,0.644531,0.644531,2.5,float64,-1024.0,4095.0,267.1225586772835,798.336789725692
LIDC-IDRI-0187.nii.gz,"(512, 512, 143)",143,0.859375,0.859375,2.5,float64,-1024.0,4095.0,135.83814946421376,734.1387420574873
LIDC-IDRI-0188.nii.gz,"(512, 512, 113)",113,0.703125,0.703125,2.5,float64,-1024.0,4095.0,372.73778733110004,817.9500573526257
LIDC-IDRI-0189.nii.gz,"(512, 512, 117)",117,0.664062,0.664062,2.5,float64,-1024.0,4095.0,272.79465011857513,806.550170076144
LIDC-IDRI-0190.nii.gz,"(512, 512, 127)",127,0.703125,0.703125,2.5,float64,-1024.0,4095.0,281.973080732691,801.5577436935658
LIDC-IDRI-0191.nii.gz,"(512, 512, 133)",133,0.898438,0.898438,2.5,float64,-1024.0,4095.0,196.05818956418145,773.2569417838271
LIDC-IDRI-0192.nii.gz,"(512, 512, 246)",246,0.859375,0.859375,1.25,float64,-1024.0,4095.0,136.9653718374609,746.0875259125278
LIDC-IDRI-0193.nii.gz,"(512, 512, 127)",127,0.703125,0.703125,2.5,float64,-1024.0,4095.0,221.48085523590328,777.9221549131917
LIDC-IDRI-0194.nii.gz,"(512, 512, 149)",149,0.78125,0.78125,2.5,float64,-1024.0,4095.0,158.63185534381228,747.2115178870488
LIDC-IDRI-0195.nii.gz,"(512, 512, 133)",133,0.664062,0.664062,2.5,float64,-1024.0,4095.0,133.82666305312537,765.8782124449048
LIDC-IDRI-0196.nii.gz,"(512, 512, 133)",133,0.625,0.625,2.5,float64,-1024.0,4095.0,183.84989301064857,774.5234326379505
LIDC-IDRI-0197.nii.gz,"(512, 512, 127)",127,0.78125,0.78125,2.5,float64,-1024.0,4095.0,334.38445432167356,815.1739965650424
LIDC-IDRI-0198.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,117.40942124675091,731.0689938608416
LIDC-IDRI-0199.nii.gz,"(512, 512, 233)",233,0.664062,0.664062,1.25,float64,-12209.0,32767.0,154.0010911180226,771.6757635559414
LIDC-IDRI-0200.nii.gz,"(512, 512, 117)",117,0.820312,0.820312,2.5,float64,-1024.0,4095.0,241.12371457743848,793.2319708110743
LIDC-IDRI-0201.nii.gz,"(512, 512, 133)",133,0.664062,0.664062,2.5,float64,-1024.0,4095.0,188.97403123324975,779.4705741914405
LIDC-IDRI-0202.nii.gz,"(512, 512, 111)",111,0.78125,0.78125,2.5,float64,-1024.0,4095.0,342.843093322204,834.2638297976569
LIDC-IDRI-0203.nii.gz,"(512, 512, 147)",147,0.78125,0.78125,2.5,float64,-1024.0,4095.0,150.17266067193478,752.9077435351248
LIDC-IDRI-0204.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,217.38240498707708,783.4469682546702
LIDC-IDRI-0205.nii.gz,"(512, 512, 135)",135,0.742188,0.742188,2.5,float64,-1024.0,4095.0,281.5775813349971,797.831371330652
LIDC-IDRI-0206.nii.gz,"(512, 512, 301)",301,0.751953,0.751953,1.25,float64,-2000.0,2681.0,-38.51184023733551,1107.5422466126067
LIDC-IDRI-0207.nii.gz,"(512, 512, 238)",238,0.742188,0.742188,1.25,float64,-1024.0,4095.0,232.2404777943587,801.7030121936407
LIDC-IDRI-0208.nii.gz,"(512, 512, 109)",109,0.664062,0.664062,2.5,float64,-1024.0,3294.0,258.87156428765815,809.2065321727033
LIDC-IDRI-0209.nii.gz,"(512, 512, 141)",141,0.820312,0.820312,2.5,float64,-1024.0,4095.0,208.22656634175186,782.2564488624923
LIDC-IDRI-0210.nii.gz,"(512, 512, 128)",128,0.78125,0.78125,2.5,float64,-1024.0,4095.0,232.969357162714,784.3321563697186
LIDC-IDRI-0211.nii.gz,"(512, 512, 230)",230,0.742188,0.742188,1.25,float64,-1024.0,4095.0,216.7104924906855,779.3652074602609
LIDC-IDRI-0212.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,2855.0,249.00168449000307,784.2295122485883
LIDC-IDRI-0213.nii.gz,"(512, 512, 127)",127,0.742188,0.742188,2.5,float64,-1024.0,4095.0,286.17357242013526,811.6697433843603
LIDC-IDRI-0214.nii.gz,"(512, 512, 151)",151,0.859375,0.859375,2.5,float64,-1024.0,4095.0,300.0977458322285,800.073857213491
LIDC-IDRI-0215.nii.gz,"(512, 512, 249)",249,0.804688,0.804688,1.25,float64,-2000.0,4095.0,46.43362025371996,1152.7091533084804
LIDC-IDRI-0216.nii.gz,"(512, 512, 133)",133,0.742188,0.742188,2.5,float64,-1024.0,4095.0,231.27801155147696,802.6045627648765
LIDC-IDRI-0217.nii.gz,"(512, 512, 135)",135,0.78125,0.78125,2.5,float64,-1024.0,4095.0,266.05557056003147,803.7161723254384
LIDC-IDRI-0218.nii.gz,"(512, 512, 217)",217,0.703125,0.703125,1.25,float64,-2000.0,4095.0,71.8125266149846,1161.7736714655623
LIDC-IDRI-0219.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,157.54133709211996,769.044599117834
LIDC-IDRI-0220.nii.gz,"(512, 512, 232)",232,0.78125,0.78125,1.25,float64,-1580.0,18763.0,270.16418228478267,805.5807655548485
LIDC-IDRI-0221.nii.gz,"(512, 512, 138)",138,0.78125,0.78125,2.5,float64,-1024.0,4095.0,208.76304455079895,768.821926616664
LIDC-IDRI-0222.nii.gz,"(512, 512, 129)",129,0.625,0.625,2.5,float64,-1024.0,4095.0,210.76367299870927,796.1999817593811
LIDC-IDRI-0223.nii.gz,"(512, 512, 238)",238,0.78125,0.78125,1.25,float64,-1024.0,7998.0,158.00654084341866,762.8348435180508
LIDC-IDRI-0224.nii.gz,"(512, 512, 133)",133,0.820312,0.820312,2.5,float64,-1024.0,4095.0,291.5477151799023,798.1385644305101
LIDC-IDRI-0225.nii.gz,"(512, 512, 133)",133,0.78125,0.78125,2.5,float64,-1024.0,2419.0,286.9764512714587,797.3786641033554
LIDC-IDRI-0226.nii.gz,"(512, 512, 123)",123,0.898438,0.898438,2.5,float64,-1024.0,4095.0,261.31752305689866,795.6480522655182
LIDC-IDRI-0227.nii.gz,"(512, 512, 137)",137,0.820312,0.820312,2.5,float64,-1024.0,4096.0,233.97188712906663,787.2749491828818
LIDC-IDRI-0228.nii.gz,"(512, 512, 127)",127,0.703125,0.703125,2.5,float64,-1024.0,4095.0,326.7766405541127,816.9615453922819
LIDC-IDRI-0229.nii.gz,"(512, 512, 141)",141,0.761719,0.761719,2.5,float64,-1024.0,4095.0,183.14520948153015,766.9360996212873
LIDC-IDRI-0230.nii.gz,"(512, 512, 113)",113,0.703125,0.703125,2.5,float64,-1024.0,4095.0,231.12473840629104,791.6875855108182
LIDC-IDRI-0231.nii.gz,"(512, 512, 147)",147,0.859375,0.859375,2.5,float64,-1024.0,4095.0,230.32242031486666,782.1165154726394
LIDC-IDRI-0232.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,158.35882700296273,761.9875101903443
LIDC-IDRI-0233.nii.gz,"(512, 512, 147)",147,0.742188,0.742188,2.5,float64,-1024.0,4095.0,200.6923352196103,786.5214587382641
LIDC-IDRI-0234.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4053.0,315.9876220817853,809.6547433275871
LIDC-IDRI-0235.nii.gz,"(512, 512, 139)",139,0.703125,0.703125,2.5,float64,-1024.0,4095.0,321.9590709603948,825.0067565930125
LIDC-IDRI-0236.nii.gz,"(512, 512, 133)",133,0.625,0.625,2.5,float64,-1024.0,4095.0,273.5722083184952,801.7417889474136
LIDC-IDRI-0237.nii.gz,"(512, 512, 142)",142,0.820312,0.820312,2.5,float64,-1024.0,4095.0,250.4846855485943,781.9896212362717
LIDC-IDRI-0239.nii.gz,"(512, 512, 153)",153,0.742188,0.742188,2.5,float64,-1024.0,4095.0,189.21066114637586,775.6806743894621
LIDC-IDRI-0240.nii.gz,"(512, 512, 125)",125,0.703125,0.703125,2.5,float64,-1024.0,4095.0,234.64902188110352,792.3803474116271
LIDC-IDRI-0241.nii.gz,"(512, 512, 301)",301,0.683594,0.683594,1.25,float64,-2000.0,2808.0,-23.979479640821285,1112.012717071754
LIDC-IDRI-0242.nii.gz,"(512, 512, 152)",152,0.78125,0.78125,2.5,float64,-1024.0,4095.0,186.11836092095626,768.7436524728859
LIDC-IDRI-0243.nii.gz,"(512, 512, 143)",143,0.820312,0.820312,2.5,float64,-7168.0,4095.0,209.7696268575175,788.3337854500379
LIDC-IDRI-0244.nii.gz,"(512, 512, 144)",144,0.78125,0.78125,2.5,float64,-1024.0,3736.0,301.81953631507025,811.0069044803756
LIDC-IDRI-0245.nii.gz,"(512, 512, 116)",116,0.703125,0.703125,2.5,float64,-1024.0,4095.0,295.33501950625714,797.5709613376022
LIDC-IDRI-0246.nii.gz,"(512, 512, 143)",143,0.78125,0.78125,2.5,float64,-1024.0,4095.0,270.55864747587617,807.397886915592
LIDC-IDRI-0247.nii.gz,"(512, 512, 127)",127,0.625,0.625,2.5,float64,-1024.0,4095.0,257.5002950232799,820.1333831526268
LIDC-IDRI-0248.nii.gz,"(512, 512, 117)",117,0.976562,0.976562,2.5,float64,-1024.0,4095.0,250.55101795685596,798.4563832945328
LIDC-IDRI-0249.nii.gz,"(512, 512, 214)",214,0.820312,0.820312,1.25,float64,-1024.0,4095.0,193.7029881878434,782.9441988490133
LIDC-IDRI-0250.nii.gz,"(512, 512, 133)",133,0.820312,0.820312,2.5,float64,-1024.0,4095.0,295.30337593250704,808.5321768475357
LIDC-IDRI-0251.nii.gz,"(512, 512, 133)",133,0.820312,0.820312,2.5,float64,-1024.0,4095.0,247.38740008934997,781.6215527694844
LIDC-IDRI-0252.nii.gz,"(512, 512, 148)",148,0.859375,0.859375,2.5,float64,-1024.0,4095.0,176.03931749189223,755.1093109741745
LIDC-IDRI-0253.nii.gz,"(512, 512, 133)",133,0.78125,0.78125,2.5,float64,-1024.0,4095.0,265.98868121957423,799.1509700875345
LIDC-IDRI-0254.nii.gz,"(512, 512, 109)",109,0.585938,0.585938,2.5,float64,-1024.0,4095.0,252.8078056475438,817.4567218069571
LIDC-IDRI-0255.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,192.8061106688994,777.2481542239989
LIDC-IDRI-0256.nii.gz,"(512, 512, 131)",131,0.722656,0.722656,2.5,float64,-1024.0,4095.0,241.40263011437335,793.2934100444389
LIDC-IDRI-0257.nii.gz,"(512, 512, 133)",133,0.78125,0.78125,2.5,float64,-1024.0,4095.0,267.44296399453526,809.2844910974798
LIDC-IDRI-0258.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,311.4394932797081,801.6052510112504
LIDC-IDRI-0259.nii.gz,"(512, 512, 149)",149,0.742188,0.742188,2.5,float64,-1024.0,4095.0,231.86137264686943,795.054934042488
LIDC-IDRI-0260.nii.gz,"(512, 512, 144)",144,0.664062,0.664062,2.5,float64,-1024.0,4095.0,187.39464683002896,764.0013928457181
LIDC-IDRI-0261.nii.gz,"(512, 512, 139)",139,0.78125,0.78125,2.5,float64,-1024.0,3771.0,213.38382731924813,776.336745141883
LIDC-IDRI-0262.nii.gz,"(512, 512, 197)",197,0.626953,0.626953,1.25,float64,-2000.0,4095.0,197.41185260908253,1207.1391497181685
LIDC-IDRI-0263.nii.gz,"(512, 512, 137)",137,0.742188,0.742188,2.5,float64,-1024.0,4095.0,212.1653912676512,790.2040950096119
LIDC-IDRI-0264.nii.gz,"(512, 512, 238)",238,0.703125,0.703125,1.25,float64,-1024.0,4095.0,147.24512398343126,761.4968260098476
LIDC-IDRI-0265.nii.gz,"(512, 512, 133)",133,0.78125,0.78125,2.5,float64,-1024.0,4095.0,270.9778079269524,790.3560502807779
LIDC-IDRI-0266.nii.gz,"(512, 512, 238)",238,0.664062,0.664062,1.25,float64,-1024.0,4096.0,274.257776148179,805.8972045737838
LIDC-IDRI-0267.nii.gz,"(512, 512, 150)",150,0.820312,0.820312,2.5,float64,-1024.0,2457.0,226.99408040364582,764.8383589223178
LIDC-IDRI-0268.nii.gz,"(512, 512, 117)",117,0.78125,0.78125,2.5,float64,-1024.0,4095.0,297.994453593197,812.5685204495112
LIDC-IDRI-0269.nii.gz,"(512, 512, 293)",293,0.689453,0.689453,1.25,float64,-2000.0,2571.0,12.16802947268958,1131.2364028876773
LIDC-IDRI-0270.nii.gz,"(512, 512, 143)",143,0.742188,0.742188,2.5,float64,-1024.0,4095.0,265.17563733187586,806.6399710136737
LIDC-IDRI-0271.nii.gz,"(512, 512, 117)",117,0.703125,0.703125,2.5,float64,-1024.0,4095.0,260.5159277630667,810.1058300823618
LIDC-IDRI-0272.nii.gz,"(512, 512, 119)",119,0.78125,0.78125,2.5,float64,-1024.0,4095.0,199.6419381534352,779.4631836374857
LIDC-IDRI-0273.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,173.76491474926024,761.3969705085798
LIDC-IDRI-0274.nii.gz,"(512, 512, 133)",133,0.859375,0.859375,2.5,float64,-1024.0,4095.0,309.6918698074226,800.2032352830238
LIDC-IDRI-0275.nii.gz,"(512, 512, 144)",144,0.742188,0.742188,2.5,float64,-1024.0,4095.0,289.81812357902527,809.4346234072999
LIDC-IDRI-0276.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,249.2145255813025,805.8251335331715
LIDC-IDRI-0277.nii.gz,"(512, 512, 117)",117,0.722656,0.722656,2.5,float64,-1024.0,4095.0,185.95194655198318,780.8493432204613
LIDC-IDRI-0278.nii.gz,"(512, 512, 214)",214,0.78125,0.78125,1.25,float64,-1024.0,4095.0,258.1516493146665,791.9134377799676
LIDC-IDRI-0279.nii.gz,"(512, 512, 129)",129,0.742188,0.742188,2.5,float64,-1024.0,4095.0,246.25946766461513,794.7183045887898
LIDC-IDRI-0280.nii.gz,"(512, 512, 238)",238,0.703125,0.703125,1.25,float64,-1024.0,4096.0,301.6786076361392,816.1712915921365
LIDC-IDRI-0281.nii.gz,"(512, 512, 119)",119,0.742188,0.742188,2.5,float64,-1024.0,4095.0,244.38285987918115,809.7324420560154
LIDC-IDRI-0282.nii.gz,"(512, 512, 119)",119,0.703125,0.703125,2.5,float64,-1024.0,4095.0,213.7453768754206,772.855016907284
LIDC-IDRI-0283.nii.gz,"(512, 512, 115)",115,0.820312,0.820312,2.5,float64,-1024.0,4095.0,243.64279018899668,794.8731768583126
LIDC-IDRI-0284.nii.gz,"(512, 512, 133)",133,0.820312,0.820312,2.5,float64,-1024.0,4095.0,293.52964125898546,814.2228349050904
LIDC-IDRI-0285.nii.gz,"(512, 512, 151)",151,0.820312,0.820312,2.5,float64,-1024.0,4095.0,267.26400830098333,803.1057458766982
LIDC-IDRI-0286.nii.gz,"(512, 512, 140)",140,0.703125,0.703125,2.5,float64,-1024.0,4095.0,200.1987666811262,765.2622729498313
LIDC-IDRI-0287.nii.gz,"(512, 512, 109)",109,0.78125,0.78125,2.5,float64,-1024.0,4095.0,219.5741644343105,787.1659971543935
LIDC-IDRI-0288.nii.gz,"(512, 512, 238)",238,0.703125,0.703125,1.25,float64,-1024.0,4096.0,339.59272570569976,823.5035070036705
LIDC-IDRI-0289.nii.gz,"(512, 512, 117)",117,0.898438,0.898438,2.5,float64,-1024.0,4086.0,128.2297705299834,782.828737001636
LIDC-IDRI-0290.nii.gz,"(512, 512, 133)",133,0.703125,0.703125,2.5,float64,-1024.0,4095.0,221.87017096612686,780.1950613641229
LIDC-IDRI-0291.nii.gz,"(512, 512, 270)",270,0.703125,0.703125,1.25,float64,-2000.0,4095.0,-62.09098240887677,1096.073126522084
LIDC-IDRI-0292.nii.gz,"(512, 512, 500)",500,0.703125,0.703125,1.25,float64,0.0,2732.0,490.09272540283206,489.97089372762537
LIDC-IDRI-0293.nii.gz,"(512, 512, 484)",484,0.605469,0.605469,1.25,float64,-2000.0,3065.0,12.77580241526454,1129.7688510215685
LIDC-IDRI-0294.nii.gz,"(512, 512, 175)",175,0.5078125,0.5078125,2.0,float64,0.0,4095.0,455.4715886143276,487.426363816184
LIDC-IDRI-0295.nii.gz,"(512, 512, 284)",284,0.625,0.625,1.25,float64,-2000.0,3206.0,41.0964475282481,1147.882543610842
LIDC-IDRI-0296.nii.gz,"(512, 512, 121)",121,0.765625,0.765625,3.0,float64,0.0,4095.0,657.8167066968177,450.8909192285357
LIDC-IDRI-0297.nii.gz,"(512, 512, 539)",539,0.55078125,0.55078125,0.75,float64,0.0,3013.0,563.4770926509142,489.3565326611324
LIDC-IDRI-0298.nii.gz,"(512, 512, 326)",326,0.64453125,0.64453125,1.0,float64,0.0,4095.0,547.3444091118187,499.9701306854511
LIDC-IDRI-0299.nii.gz,"(512, 512, 541)",541,0.78125,0.78125,1.25,float64,-2000.0,4095.0,30.78013048859489,1140.9189563984437
LIDC-IDRI-0300.nii.gz,"(512, 512, 383)",383,0.6640625,0.6640625,1.0,float64,0.0,4095.0,581.4327897851211,500.96892252716776
LIDC-IDRI-0301.nii.gz,"(512, 512, 513)",513,0.703125,0.703125,1.25,float64,-2000.0,3093.0,-26.434788092302764,1113.346539551683
LIDC-IDRI-0302.nii.gz,"(512, 512, 471)",471,0.703125,0.703125,1.25,float64,-2000.0,3328.0,124.31411941593113,1176.110862226114
LIDC-IDRI-0303.nii.gz,"(512, 512, 124)",124,0.7636719,0.7636719,3.0,float64,0.0,4088.0,616.2314226088986,459.1449781361635
LIDC-IDRI-0304.nii.gz,"(512, 512, 206)",206,0.703125,0.703125,2.0,float64,0.0,2690.0,580.4621902391749,485.2632375672338
LIDC-IDRI-0305.nii.gz,"(512, 512, 253)",253,0.625,0.625,1.25,float64,-2000.0,4095.0,108.85400485615486,1179.090055267572
LIDC-IDRI-0306.nii.gz,"(512, 512, 123)",123,0.617188,0.617188,2.5,float64,-2000.0,3593.0,155.56303284807902,1189.4844984800409
LIDC-IDRI-0307.nii.gz,"(512, 512, 264)",264,0.625,0.625,1.25,float64,-2000.0,4095.0,130.35934357209638,1179.5227358023863
LIDC-IDRI-0308.nii.gz,"(512, 512, 564)",564,0.703125,0.703125,1.25,float64,-2000.0,2832.0,145.65052806231992,1185.4258494107276
LIDC-IDRI-0309.nii.gz,"(512, 512, 225)",225,0.64453125,0.64453125,2.0,float64,0.0,3231.0,436.11125851101343,485.7389037266167
LIDC-IDRI-0310.nii.gz,"(512, 512, 111)",111,0.582,0.582,3.0,float64,-2048.0,3352.0,-814.4161609958958,782.8204677208965
LIDC-IDRI-0311.nii.gz,"(512, 512, 225)",225,0.78125,0.78125,1.25,float64,-2000.0,4095.0,-157.6021519639757,1042.2064507239782
LIDC-IDRI-0312.nii.gz,"(512, 512, 250)",250,0.585938,0.585938,1.25,float64,-2000.0,3548.0,116.158277053833,1177.5669936513868
LIDC-IDRI-0313.nii.gz,"(512, 512, 244)",244,0.701172,0.701172,1.25,float64,-2000.0,4095.0,0.15682614435915088,1127.0612617014272
LIDC-IDRI-0314.nii.gz,"(512, 512, 275)",275,0.78125,0.78125,1.0,float64,0.0,2979.0,380.0265947376598,487.8026869096673
LIDC-IDRI-0315.nii.gz,"(512, 512, 239)",239,0.8027344,0.8027344,3.0,float64,-2942.0,3615.0,-121.42274189394388,915.308929529935
LIDC-IDRI-0316.nii.gz,"(512, 512, 201)",201,0.72265625,0.72265625,2.0,float64,0.0,2711.0,547.3975393380691,491.6027656311756
LIDC-IDRI-0317.nii.gz,"(512, 512, 124)",124,0.615234,0.615234,2.5,float64,-2000.0,4095.0,-0.4768098708122007,1123.6309271910898
LIDC-IDRI-0318.nii.gz,"(512, 512, 441)",441,0.51953125,0.51953125,0.75,float64,0.0,2900.0,652.5729190627463,473.68867772705744
LIDC-IDRI-0319.nii.gz,"(512, 512, 195)",195,0.72265625,0.72265625,2.0,float64,0.0,2646.0,526.1703194055801,479.38249132667863
LIDC-IDRI-0320.nii.gz,"(512, 512, 190)",190,0.7421875,0.7421875,2.0,float64,0.0,2907.0,547.6910439139918,478.615306312643
LIDC-IDRI-0321.nii.gz,"(512, 512, 265)",265,0.664062,0.664062,1.25,float64,-2000.0,3790.0,-6.994270137570939,1126.8274633747606
LIDC-IDRI-0322.nii.gz,"(512, 512, 128)",128,0.703125,0.703125,2.5,float64,-2000.0,3072.0,110.12786453962326,1173.5209490621726
LIDC-IDRI-0323.nii.gz,"(512, 512, 96)",96,0.64453125,0.64453125,3.0,float64,0.0,4095.0,590.2925388415655,478.40655380144057
LIDC-IDRI-0324.nii.gz,"(512, 512, 229)",229,0.703125,0.703125,2.0,float64,0.0,4095.0,508.95808762129735,482.83661163494344
LIDC-IDRI-0325.nii.gz,"(512, 512, 278)",278,0.8125,0.8125,1.0,float64,0.0,4000.0,437.6177139419446,502.8627773075975
LIDC-IDRI-0326.nii.gz,"(512, 512, 261)",261,0.625,0.625,1.25,float64,-2000.0,3404.0,115.31466514032006,1172.3491838179198
LIDC-IDRI-0327.nii.gz,"(512, 512, 509)",509,0.703125,0.703125,1.25,float64,-2000.0,2688.0,28.7690350695537,1139.0212622449865
LIDC-IDRI-0328.nii.gz,"(512, 512, 484)",484,0.664062,0.664062,1.25,float64,-2000.0,2774.0,132.42922174437973,1172.41715383994
LIDC-IDRI-0329.nii.gz,"(512, 512, 122)",122,0.523438,0.523438,2.5,float64,-2000.0,3005.0,127.0678053683922,1177.1713363442198
LIDC-IDRI-0330.nii.gz,"(512, 512, 107)",107,0.53125,0.53125,2.5,float64,-2000.0,3003.0,139.7162874881352,1187.6276978592302
LIDC-IDRI-0331.nii.gz,"(512, 512, 241)",241,0.552734,0.552734,1.25,float64,-2000.0,4095.0,38.41207721124546,1147.2207379191784
LIDC-IDRI-0332.nii.gz,"(512, 512, 473)",473,0.644531,0.644531,2.5,float64,-2000.0,4096.0,-39.47916479292178,1111.3777701691913
LIDC-IDRI-0333.nii.gz,"(512, 512, 263)",263,0.585938,0.585938,1.25,float64,-2000.0,3292.0,-6.889717102050781,1123.9128362262368
LIDC-IDRI-0334.nii.gz,"(512, 512, 127)",127,0.75,0.75,3.0,float64,-2048.0,3473.0,-730.2456554202583,800.0758836561704
LIDC-IDRI-0335.nii.gz,"(512, 512, 300)",300,0.71484375,0.71484375,2.0,float64,0.0,4000.0,410.321720123291,477.83125919428517
LIDC-IDRI-0336.nii.gz,"(512, 512, 129)",129,0.697266,0.697266,2.5,float64,-2000.0,3252.0,101.66527208431746,1170.7471395781408
LIDC-IDRI-0337.nii.gz,"(512, 512, 117)",117,0.56640625,0.56640625,3.0,float64,0.0,4095.0,598.7402854332557,471.7372696952423
LIDC-IDRI-0338.nii.gz,"(512, 512, 285)",285,0.7480469,0.7480469,2.0,float64,0.0,4000.0,494.26972344381767,496.5285178126555
LIDC-IDRI-0339.nii.gz,"(512, 512, 274)",274,0.615234,0.615234,1.25,float64,-2000.0,4095.0,18.807207511289278,1144.7837720592645
LIDC-IDRI-0340.nii.gz,"(512, 512, 421)",421,0.703125,0.703125,1.25,float64,-2000.0,2831.0,155.23041229066826,1187.3055017482047
LIDC-IDRI-0341.nii.gz,"(512, 512, 246)",246,0.617188,0.617188,1.25,float64,-2000.0,3433.0,53.23278307720898,1153.510404953314
LIDC-IDRI-0342.nii.gz,"(512, 512, 126)",126,0.664062,0.664062,2.5,float64,-2000.0,2931.0,67.4763106997051,1154.92273538873
LIDC-IDRI-0343.nii.gz,"(512, 512, 130)",130,0.595703,0.595703,2.5,float64,-2000.0,2905.0,26.018085802518403,1138.8872397471846
LIDC-IDRI-0344.nii.gz,"(512, 512, 503)",503,0.6875,0.6875,0.75,float64,0.0,2996.0,640.6946355163695,461.06658340106634
LIDC-IDRI-0345.nii.gz,"(512, 512, 298)",298,0.546875,0.546875,1.0,float64,0.0,4095.0,803.328301666567,431.78983670222357
LIDC-IDRI-0346.nii.gz,"(512, 512, 105)",105,0.656,0.656,3.0,float64,-2048.0,1645.0,-690.3438394092378,821.129869410246
LIDC-IDRI-0347.nii.gz,"(512, 512, 131)",131,0.7207031,0.7207031,3.0,float64,0.0,2369.0,476.31959370620376,471.3224683532099
LIDC-IDRI-0348.nii.gz,"(512, 512, 158)",158,0.722656,0.722656,2.5,float64,-2000.0,2663.0,109.78824518903902,1170.1713088227475
LIDC-IDRI-0349.nii.gz,"(512, 512, 179)",179,0.60546875,0.60546875,2.0,float64,0.0,3168.0,520.4575990431802,478.549830013336
LIDC-IDRI-0350.nii.gz,"(512, 512, 270)",270,0.603516,0.603516,1.25,float64,-2000.0,3216.0,130.8750001836706,1177.5071021395247
LIDC-IDRI-0351.nii.gz,"(512, 512, 103)",103,0.56640625,0.56640625,3.0,float64,0.0,2939.0,544.8892580421226,476.4205312610206
